Komentar,Kategori
Aku salut sama Dilan yang ga nyalahin ceweknya. Dia fokus ke kelakuan suaminya respect aku,Non-bullying
Aku sebel rasanya ga pengen iba sebelll,Non-bullying
"Aku sedih aku ga kuat aku sedih sekali please open donasi buat akuh❤ 
Buat bayar h*tan*🎉",Non-bullying
"Aku sering nonton kegiatan teh Novi gak tertinggal satupun episode dia itu tulus, justru banyak yg gak  tau terimakasih. Contoh kasus, Agus ini banyak yg memanfaatkan keadaan. Ingat Agus tf uang ke siapa curiga dia awalnya yg menghasut Agus.  Uang bukannya buat berobat malah buat shopping2.",Non-bullying
"Aku sih beda y...klu ada org yg dtng nantangi y ku jabani lah. Mainkan,,perkara kira belakangan. Mana ada api klu tak ada asap. Bencong..bencong.",Bullying
Aku suka bgt sm cara ni cewek..bener2 gentle..semangat dilan 😁,Non-bullying
Aku suka kata2nya DILAN. DIKECEWAIN SM ORG JELEK dan DSELINGKUHIN LEBIH SKIT HATI DRIPDA YG GANTENG!! (pnglaman wktu pcran dlu).😢,Non-bullying
Aku tetap sayang RRQ SKYLAR ❤❤❤❤❤,Non-bullying
"Aku yg kuliah dulu yg udah banyak pacaran sama berbagai tipe cewek..
Kalo tipe gini susah sih... Keras ne cewek kalo untuk pacaran oke ini tapi kalo istri yg ada ribut mulu ne.",Non-bullying
"akupun dari dulu setiap menjalani suatu hubungan selalu bilang gini ke pasanganku “ kamu kalo udah gamau sama atau kiranya mau berpaling, ngomong aja jgn selingkuh, kalau perlu aku cariin lah ceweknya” hahahahah",Non-bullying
Akuuu gemesssssss....👊🏻👊🏻👊🏻,Non-bullying
Alaaahh telleeekk guusss aguss .. Kluarga blibett kabeehh,Bullying
Alah gus gus agus syedihhh,Non-bullying
Alah kontol lu masih minta duit ortu aje senga,Bullying
Alah mending cakep lo semua..apalagi yg pke bju merah jelek bgt mukanyaa,Bullying
Alah tai kucing ketemu orang nya kek sayur kangkung😂😂😂😂😂😂😂😂 6:57 7:00 7:01 7:03 7:03 7:03 7:03 7:03 7:03 7:04 7:04 7:04 7:04 7:04 7:05 7:05 7:05 7:05 7:07 7:07 7:07 7:08 7:08 7:08 7:08 7:09 7:09 7:09 7:09 7:10 7:10 7:10 7:10 7:10 7:11 7:11 7:11 7:11 7:12 7:12 7:12 7:12 7:13 7:13 7:13 7:14 7:14 7:14 7:14 7:14 7:15 7:15 7:15 7:15 7:16 7:16 7:16 7:17 7:17 7:17 7:17 7:17 7:18 7:18 7:19 7:19 7:19 7:19 7:20 7:20 7:20 7:21 7:21 7:21 7:21 7:22 7:22 7:23 7:23 7:23 7:23 7:23 7:24 7:24 7:24 7:24 7:25 7:25 7:25 7:25 7:26 7:26,Bullying
Alasan aja si farhat. Orang dia duluan yg cari gara2. Mana bilang yg jelek2 in agus akun fake. Masih bnyak orang buta di luar sana yg ga ngemis2 kyak si agus,Bullying
"alasan macam apa sih ini anjir?
dia di kasih donasi 35jt sama novi kan tanggal 3 oktober, sedangkan donasi dari bulan september aja udah ratusan juta masuk ke rekening dia 🙃",Non-bullying
Alasan yg berbelit belit kaya film Indosiar 😂😂😂,Non-bullying
Alasannya lagi depresi 🤣 ​@@airacantik4545,Non-bullying
"Alex juara dunia bro,jangan di banding²kan sama anak SD",Non-bullying
"Alhamdulillah Dilan sadar juga kalau tuh cowok jelek..tuh tukang kebun pake pelet apa sih.😂😂
Setelah Inara,dilan pun sadar kalau laki-laki yang bersama mereka saat itu jelek semuanya 😂😂",Bullying
Alhamdulillah uang yayasan yg pegang bagus ya jdi gada penyelewangan dana,Non-bullying
Alhir nya ada yang ngajak dia beramtem akwkw,Non-bullying
Alih kan uang donasi ke penyiram atau ke wawa nya😂😂,Non-bullying
Ambil lagi aja teh donasi nya kasi ke org yg lebih jujur dan memerlukan bantuan,Non-bullying
"Anak "" tolol",Bullying
"Anak ""setan itu 😂",Bullying
Anak anak  tolol .,Bullying
Anak anak anjing 😡😡😡,Bullying
Anak anak anjing ini mah bangsat,Bullying
anak anak anjing makan di mac d,Bullying
Anak anak anjing tolol biadab,Bullying
Anak anak bajingan bangsat..!! Iblis,Bullying
"Anak anak bangsat ,tidak tau penderitaan anak palestina, duit masih minta ortu aja blagu ,pake ngehina anak anak palestina",Bullying
Anak anak haram dan goblok maksimal,Bullying
"Anak anak haram, masuk SMA juga open BO",Bullying
Anak anak hewan dari keluarga iblis.,Bullying
Anak anak iblis,Bullying
"Anak anak iblis, mngkn blis aja g mampu sejahat itu",Bullying
Anak anak iblis.....,Bullying
"Anak anak ini ahlak nya bagai kan iblis 
Kou bikim akumarahhh",Bullying
"Anak anak ini,goblok dan tolol nya gak ketulungan",Bullying
Anak anak kafirr memang tidak tahu adab dan etika...memang bangsat didikan ortu kafier,Bullying
"Anak anak remaja yg menurut saya pantas di panggil BANGSAT BANGSAT 
merka sudah membuat hati khusus nya umat muslim terganggu dan marah sekali..
Ini ga boleh di biarkan begitu saja..😡😡😡😡",Bullying
"anak anak setan ,kaumnya dajjal ....",Bullying
Anak anak setan nih,Bullying
Anak anak tolol pasti ajaran bapak ibunya di rumah.. Tolol dan bodoh.. Kebanyakan makan uang haram dari bapak ibunya..,Bullying
Anak anak tolol!!!,Bullying
"Anak anak tolol, emang ga di anjarin  sopan santun sama orang tuanya",Bullying
"Anak anjing bangst , tunggu azab dari allah , semoga rejeki jodohmu di tutup , terkutuk lu njing",Bullying
Anak anjing ini,Bullying
Anak anjing ini..uu perlindungan anak harus dhapuskan,Bullying
Anak anjing ya begini,Bullying
"Anak anjing,, orang tua mu pasti bangga..dgn kekejianmu",Bullying
Anak anjingggg sia aranjinggg garoblog,Bullying
Anak asu,Bullying
anak babi bapak ibunya babi anjing keparat jahanam anak babi anak anjing bapak ibunya kakek moyangnya anjung babi terkutuk,Bullying
Anak babi kah?,Bullying
"Anak babi kalian, hati kami miris dengan kelakuan kalian",Bullying
Anak babi kalian😭,Bullying
"anak babii tdk ada rasa kasihan sama skali apa bedanya kalian dng zionis, babiilah kalian",Bullying
Anak bangsat semua ini,Bullying
anak bangsat semuaaaa,Bullying
Anak berhati iblis ....tdk ada moral...suatu saat kau akan merasakan sakitnya kehilangan org2 yg kau cinta...sy pastikan kamu akan mengingt tingkah iblis km ini,Bullying
Anak cewek yg jauh dari cantik biasanya mulutnya ember,Non-bullying
Anak goblok.... Yg begini kirim aja ke Papua nangis darah luuuu bocil tengil tolol gak pake otak!!,Bullying
"Anak haram emamg begitu. 
Yg pake baju merah kaya tai udah jelak hidup lagi",Bullying
Anak iblis,Bullying
Anak Iblis 👹,Bullying
Anak iblis harus di jebloskan ke penjara bawah Tanah,Bullying
Anak iblis ini..bukan manusia,Bullying
Anak iblis keturunan setan😂😂😂,Bullying
"Anak iblis zionis pesek Indonesia.,di mana rumah mereka Ini???",Bullying
Anak idiot yng dibesar kan dngan uang haram..jdi ny kyak gitu..,Bullying
"anak ini seperti iblis, yang tertawa kan orang tua ya lgh menderita 😢😢😢ngga peduli penderitaan orang tua ya",Bullying
Anak kematian yang di lihat kalian. anak anjing di kandung setan kontol²,Bullying
Anak kurang akal dan didikan orang tua kalkuan macam babi kau,Bullying
"Anak OKB mungkin. Norak, baru makan kaya gitu udh menghina masy Pakestina. Asu!!!",Bullying
Anak pemakan babi ini,Bullying
Anak pentolan kelas 3 SDN lebih keren brantem nye dari pada ini orang 😂,Non-bullying
Anak remaja ini adalah contoh tolol yg hakiki,Bullying
Anak remaja yg bejad akhlak nya. Tangkap mereka,Bullying
Anak setan,Bullying
Anak setan,Bullying
anak setan,Bullying
Anak setan anjir,Bullying
Anak Setan kerjanya Pasti Yang Tidak di Senangi Manusia Lain....,Bullying
"Anak setan tdk berperi kemanusiaan,nanti kalo besar bisa jadi kanibal betulan,anak2 ini akan sering makan daging 😂manusia",Bullying
Anak setan.,Bullying
Anak setann,Bullying
"Anak seusia mereka yg seharusnya belum berani berkata2 *KEJI* dan *KURANG AJAR* pasti ada *LINGKUNGAN* yg *MENGAJARKAN* atau minimal *MENANAMKAN RASA KEBENCIAN LUAR BIASA* (baik di rumah, sekolah, komunitas bermain maupun komunitas ibadahnya). Tolong KPAI, dinas pendidikan atau dinas2 terkait lainnya menggali secara *UTUH* bagaimana mereka punya *PIKIRAN* dan *KATA2 JAHAT* hingga menjadi seperti *IBLIS* begitu.. apa & siapa yg mendorong & mengilhami mereka!!!",Non-bullying
Anak titisan drakula mkan darah sma tulang ..ga tau anak anjing,Bullying
Anak titisan setan,Bullying
Anak tolol,Bullying
Anak tolol,Bullying
"Anak Tolol gak punya hati, karna belum kau rasa kan apa yang di rasakan masyarakat Palestina bengak",Bullying
Anak tolol ya gitu bukan hasil entot ortu yang ga pernah di azanin dari lahir otaknya ga ada,Bullying
anak ugm dilawan hhh si safno udh jelek mokondo lgi😂,Bullying
Anak yg dikasih duit haram .. begini nih.. hatinya dari iblis,Bullying
Anak yg dilahirkan dari rahim babi/domba yang tersesat..,Bullying
"Anak zina kali semuanya tuh, bangsat semoga melarat hidup kalian dan menderita kelaparan.....😡😡😡😡😡",Bullying
"ANAK"" JADAHHHHHH
KEBANYAKAN MAKAN DAGINH ANJING & PECIN NYA JUGA KEBANYAKAN...
VIRALLKANN TERUSSS, TOLONG YG KENAL & TAU KEBERADAAN MEREKA, MAINKANNNN !!!",Bullying
"anak"" setan mrk ini kta harus cari",Bullying
"anak"" setann calon penghujat  agama nih bocahh...",Bullying
"Anak"" terrorist zionis Israel yahudi Dajjal la'natulloh, hilang rasa kemanusiaan sejak kecil, sudah besar dewasa bisa jadi terrorist itu anak iblis. 

Tidak harus menjadi muslim untuk membela dan mendukung Palestina, cukup kamu menjadi manusia.

Hari Minggu tgl 9 Juni 2024 dipatung kuda aksi miliaran pendukung palestina dari bayi sampe lansia hadir semua, anak sekolah dari paud sampai  mahasiswa hadir semua, bahkan tokoh lintas agama banyak yg hadir.

Eeeeh ini anak"" iblis dengan bangganya buat konten yg melukai hati kami sebagai manusia beragama.",Bullying
"Anak"" tolol gak bermoral 
Cewek begitu gak punya hati 
Gak lucu 
Norak lo",Bullying
"Anak""babi masi kecil suda tolol",Bullying
anak2 anjing ini...  org tua laknat ngk bisa didik anak,Bullying
Anak2 babi gak ada otak,Bullying
Anak2 bangsat,Bullying
Anak2 bangsat !!,Bullying
anak2 goblok,Bullying
Anak2 ini masuh hidup dseperti di zaman jahiliyah akhlak dan tabiatnya..,Bullying
"Anak2 sakit jiwa!!! Ketika ada sebagian ank2 sdng menderita karena menjadi korban peperangan,siswi2 yg tolol ini dgn bgt mudahnya melontarkan kata2 yg tdk manusiawi,fix hrs diberi hukuman yg bs membuat efek jera",Bullying
Anak2 tolol,Bullying
"anak2 tolol, semoga allah cepet2 mengazabnya amin",Bullying
Anak² generasi tolol dr didikan orang² tolol,Bullying
Anak² goblok!!!,Bullying
"Anak² ini sudah keterlauan, harus d proses hukum, biar jera, jangan hanya d beri sangsi, bagaimana nanti kalo terulang lg orang seperti mereka , minoritas berani beranian mencela yg mayoritas, hukum dan masukan mereka ke penjara,",Non-bullying
ANAK² SETAN,Bullying
Anak² setan ini. Ortunya dr mana pada?,Bullying
Anak-anak bangsat.  Bukan anak-anak bangsa.,Bullying
"Anak-anak tolol sekolah tapi kurang didikan, sekolahnya banyak bolos sekolahnya di mall.....",Bullying
Andai srg bisa ke gf (kalahkan ts & tlif) moga bisa kalahkan fnop n akhiri dominasi ph di m series,Non-bullying
Android vs iphone,Non-bullying
"Aneh joy nya lepas dah tau ada yg jago mainnya ngak belajar dr kesalahan dulu, terulang kembali😢",Non-bullying
Angkat 🏆aja ngak pernah kok ingin di juluki raja dari segala raja,Non-bullying
angkuh lah orang ditipu abis abisan sama sampah udah jelek ga guna lagi,Bullying
Anj malah ngetiktok cogil,Bullying
Anj setingan aja lo,Bullying
"Anjayyyy keren bgt dilan, gapapa sekarang kesandung dikit value lu tinggi bgt gilaaa!",Non-bullying
Anjg couple yg selalu bikin gw ngakak ternyata diselingkuhin suaminya! Bnjir lah taik taik,Bullying
Anjg di cipok😂😂😂,Bullying
Anjiir satria bukan nya fight malah joget tiktok payah manusia karet,Non-bullying
Anjing,Bullying
Anjing,Bullying
Anjing,Bullying
Anjing,Bullying
Anjing,Bullying
Anjing,Bullying
ANJING,Bullying
Anjing,Bullying
Anjing anjing betina ingusan.. Bangsat... Kalian... Semoga kau dilaknat Alloh... Aamiin,Bullying
"anjing anjing ini berani sekali ngejek hina orang orang palestina, bukan nya merasa iba ....kurangajar anak nih anak anak anjing pelihara an siapa ini",Bullying
Anjing babi fuck,Bullying
Anjing babi kalian bangsat kalian ibu bapak kalian seperti anjing yg menjilat tulang babi dan anjing,Bullying
Anjing banget kelakuannya..,Bullying
Anjing banget ya dilan 😂,Bullying
Anjing betina dikira lucu,Bullying
ANJING BETINA KALIAN.,Bullying
Anjing biadab !!!!!!,Bullying
Anjing biadab binatang orangnya pasti binatang ni,Bullying
Anjing bngt loe...tega kau menghina saudara seiman ku...ku kutuk kau menderita..,Bullying
"Anjing bukan manusia,,,makan daging n darah manusia",Bullying
Anjing dasar anak2 babi. 🖕👎,Bullying
Anjing 🐶 kau,Bullying
Anjing emang,Bullying
Anjing ibu bapakmu serta kalian,Bullying
anjing ini ormg  setaaan,Bullying
Anjing kau,Bullying
Anjing kau ​@alkiddush7415,Bullying
Anjing looo,Bullying
Anjing ngakak bet haha😂,Bullying
Anjing ni orang,Bullying
Anjing nih gak punya adab,Bullying
"Anjing peliharaan menggonggong serigala dihutan.
Dari sini aja udah jelas beda kelas !!!",Bullying
Anjing yg gak didik sama orang tuanya..,Bullying
Anjing!!,Bullying
"Anjing. Dia tahu cara mainya, viral trus klarifikasi mnta maaf.",Bullying
Anjing.. Tolol,Bullying
Anjinggg anjiinggg dan babii babiii gobloggggg,Bullying
"Anjinggg yg malikii klw menang sok sombong pas kalah kmarenn kek nahan maluu njinggg sok merendahh kek kucing basah,gw bencii si cogil tapil liat ni malikii kek sama ajaa gak siii orang ginii jgn dikasi panggung,tinju lagi di promosiin biar up kontoll gini malah merusak sportifitas",Bullying
anjinggggggggggggggg bangsatttttt anak dajalll tuhhh,Bullying
Anjink kalian babi bangsattttt .muka kaya hantuu gtu,Bullying
"Anjir 800jt plus tanah di Palembang cok. Haiish takut bgt yaaa si Saf kagak bisa idup tanpa uang itu???.
Banci!!!!",Bullying
Anjir gua malah lihat orang sakau,Non-bullying
"Anjir harusnya aku gini dulu pas diselingkuhin pas hamil, ngapain aku nangis2, goblok memang akuuu heh 🤬",Bullying
Anjir ibunyak walnya nangis kenapa ketwa😂😂😂 emang pinter kalau buat drama,Non-bullying
Anjir jadi keinget tinju dono lawan doyok di warkop DKI,Non-bullying
anjir jahat banget masih bocah otaknya udah kaya setan,Bullying
anjir mulut yg pake baju merah😂 udah pd jelek sifatnya jelek lagi,Bullying
"Anjirlah nyerah, ekspektasi gw si cogil bonyok"" padahal",Bullying
Anjirrr BANDOnya makin besar aja ni cewek 😂😂,Non-bullying
"Anjirrr lahh ni keluarga, ga abis pikirrr",Non-bullying
"Ank iblis,, org mana ini woyyy 
Anjing 
Anjing gk bkl tenang lu keluar rumah 
Woyyy org mana ini bangsattt lu smemua kluarga lu",Bullying
"Annak kristen dan yg Tolol, mereka tidak tahu kalau Bangsa Yahudi Israel tidak mengakui adanya agama kristen  di Dunia",Bullying
Anying mending nyelesain di blkang sekolah sana. Sparing lu tu kocak abis,Bullying
Aoakwoak seperti biasa jangan berharap apa pun,Non-bullying
Aowkwkw maliki kyk benci bgt sama satria,Non-bullying
Ap kate daging kau dibuat bakso dihidang bg anjing makan😂,Bullying
"Apa abis ini masih banyak yg suka di Satria, gk ngerti lagi gwehj klo masih ada yg suka",Non-bullying
"Apa cogil cogil, kek bencong",Bullying
"Apa cuma gw yang denger : kaya bencong yah,gaya nya",Bullying
Apa kabarnya masalah hukum yg nyiram air keras nya?? Coba naikin nya kasus hukum nya bukan masalah Duit we jeung duit,Bullying
"Apa mereka pikir dengan nangis, nyengir, ngegas itu bisa bikin org kasian gitu??? Teh novie ngejawab tenang dan cerdas plus gak perlu akting macem2 krn emqng niatnya tulus",Non-bullying
"Apa reaksinya tu Maliki di cium satria,,pasti terngiang ""😂😂😂😂",Non-bullying
APA TIDAK DI TELUSURI DULU MENGAPA ORANG TERSEBUT MENYIRAM AIR KERAS KE SI PAK AGUS ORANG MODAL BEGINI BIASANYA SAMPE ORANG NEKAT DI TEMPAT KERJAAN SUDAH MELEWATI BATAS KELIATAN DARI GELAGAT KELUARGA MAUPUN SI AGUS MENUTUPI DAN TIDAK MAU MENGAKUI KESALAHAN MEREKA,Bullying
"Apaan kaya gitu, mending alex berjuang sampe akhir, klo dia mah lawan alex gua juga masih pegang alex",Non-bullying
"Apaan si ajg bocah kremian ikut"" tinju🤣🤣 itu ceritanya body moving itu begitu? Ya Allah.. kocak bat",Bullying
"Apaan si satria gaje bet, kalo gak niat tanding mending gak usah anj, mana dah  kalah meluk meluk lagi",Bullying
Apaansi lu wawa kampret,Bullying
Apaini coo😂 apa ini bangsat🤣🤣🤣🤣,Bullying
Apakah ini yang dinamakan generasi emas hahhahahah tolol semua,Bullying
Apapun alasan ny ttp slh. Org mw donasi Krn u/ pengobatan BKN u/ kperluan pribd,Non-bullying
Apapun bentuk penjelasan dr keluarganya si agus .. kesimpulannya cukup satu TIDAK TAHU TERIMAKASIH,Non-bullying
"apapun itu mba dilan salah KETEMU laki aja, sial nya / bonusnya lakinya (YG MENURUTNYA) jelek fisik + ENGGAK punya Ide KERJAAN alias si paling ngandelin istri  (keenakan) , jadi merasa PEDE/savety dan mampu melakukan PERSELINGKUHAN yg buat semua laki2 di Konoha ini yang gak SEPERTI mantan suami mba dilan geram juga, geregetan, karna di luar sana banyak juga laki2 yg benar2 bertanggung jawab ,setia, KERJA KERAS buat istri dan anaknya , ada juga yg blm berkeluarga susahnya nemuin kaya mba Dilan cantik dan memimpikan kehidupan se sukses mba dilan, ter iris2 hatinya denger cerita mba dilan , tapi bukan berati semua laki kaya gitu ya,(gue bukan bela semua laki2 tapi gue laki2 yg pernah ngalamin hal di selingkuhin, itu gak enak banget) karna kasus kaya gini di perempuan ada juga ya. (jngn kau sok ambil kesempitin dalam kesimpitin 😅) mirip2 malahan lebih parah. laki perempuan emng gak sama kalo di bilang sama, salah lagi gue ntr 😂... tapi apapun itu laki mau prempuan jadikanlah contoh sebelum terlambat & menyesal , pacaran lama2 bukan suatu modal /suatu yg di banggakan, terbukti di kasus ini , karna komitmen itu susah parah cuk , Orang bisa PERCAYA FULL service kek gitu sama LO itubukan BERATI LO juga bisa senak jidat jalan & tidur sama orang lain, jarang banget ada yg bisa se percaya itu se full service itu,  lo pasti akan dapat KARMA pasti pasti dapat tunggu aja,  buat yg MENYALAHGUNAKAN kepercayaan seseorang , lo pasti akan menyesal nanti. apapun masalahnya atas namanya SELINGKUH sekalipun dia baik & apapun itu positifnya soal tukang selingkuh , ITU TETAP SALAH , mau Alasan jalan sebentar gak pegang2ngan juga sama AJA ! emngnya ke dukun baru jalan aja gak di itung dosanya sama allah? punya niat jalan ke dukun aja itu udh itungan kapir , udh keitung dosa nya , apa lagi ketemu langsung dukunnya dosanya gatau seapa (istilahnya gitu) pikirannya pendek , samasekali gak memikirkan apa yg akan di hadapi pasangannya kedepannya, hari2nya jika dia tau,  yg di pikirannya ENAKK , kelarrr masalah , Solusi di balik solusi merasa jalan kluar terbaik adalah jalan dngn orng lain,  SALAH KAU tetap salah kau ,  kau cuma mikirkan hari itu , waktu itu dan diri sendiri , gak memikirpan apa yg sudah di perjuangkan , apa yg sudah di komitmenkan (curhat jir) apa yg akan di hadapin pasangan mu kedepannya SEDIKIT pun gak di pikirkan . Traumatik berkepanjangan , kepercayaan ke orng setelah nya hilang , hari2 dia jalanin kedepannya , merugikan anak (yg sudah berkeluarga) , sampah banget pokoknya lah yg melakukan itu 

itulah susah nya komitmen. 
jadi sebelum benar2 memutuskan menikah , di ERA serba serbi digital ini , serba mudah dengan hanya Handphone , alangkah baiknya menyimpakn benar2/matang2 pilihannya , tau pergaulannya , sifat nya , kepribadiannya , kesiapannya,  agamanya percuma solat kalau kelakuannya cara berpakaiannya menyeleneh dan busuk. itu pribadi masing2 sih soal agama soalnya berat karna kita manusia bukan nabi boy 😂 jadi berubah bareng2 lebih baik gak langsung alim2 x nanti di pikirnya waled nak dewi 😅

menikah itu suatu ikatan yg benar2 sakral ,  trus harus TAU apa tujuan menikah. susah loh orng mau kenjenjang nikah itu , (menurut gue yg ekonimonya kureng) gue yakin banyak di luar sana yg mau menikah tpi terhalang dengan ekonomi dan kesiapan mental segala macemnya yg positifnya ya jangan kau tengok gak mampunya , tapi dri kasus mba dilan bisa kita liat,  KOK BISA nampung LAKI-LAKI metamorposis cerdas pintar menutupi topeng busuknya  ,kureng fisik ,GAK KERJA, sok melas tapi suka CEK-IN , kalo gue liat kek wibu yg pake kacamata, sok polos tapi hyper lubang ini 😂 bisa2 nya di Percaya sama mba dilan , pacarannya 4 tahun loh, kurang hebat apa coba ? apa yg dibanggain kalian WAHAI yg pacaran nya lama2 bertahun tahun hah? 😅 mba dilan aja gatau apa yg di lakuin lakinya , sepolos itu , sepercaya itu , dan baru tau setelah sekian lama apalagi pas sampek udh menikah & punya anak. kasian anak nya 😢 
so buat kasus mba dilan ini
jadikan pelajaran berharga banget diluar sana ya yg masih suka jalan sana sini gak ckup satu lobang/batang ,  ambil hikmah nya, jadi inget kasus kiper ganteng idaman kita dulu yg tukang mmbok itu dan tukang selingkuh, kena azab sama allah kan matanya beneran keluar , , berani berbuat berani nerima konsekuensi itulah (KARMA)

itu jaa si 
buat mba dilan , gila lu cantik cuk , ampe Oprasi Gunung gitu , banyak uang (amin) sukses lagi, masih banyak laki yg benar2 diluar sana mba yg SANGAT memimpikan orang kaya mba dilan, stay stronge ya mba❤ , kebahagian menanti di dpan ! fokus besarin anak, nanti anak mu mba yg jadi penyelamat mu dan penyemangatmu mba.",Non-bullying
